Include Background
0. 0.103276
1. 0.228541
2. 0.104597
3. 0.090773
4. 0.159105
5. 0.0135316
6. 0.140136
7. 0.245628
8. 0.0956832
9. 0.0497184
10. 0.163504
11. 0.0777334

Except Background
0. 0.228199
1. 0.505853
2. 0.233452
3. 0.21149
4. 0.3657
5. 0.0300206
6. 0.308168
7. 0.543066
8. 0.214925
9. 0.114876
10. 0.37883
11. 0.171998
