(48, 127) 1 1 1 
(51, 127) -1 -1 -1 
(94, 29) 1 1 1 
(95, 28) 1 1 1 
(95, 227) 1 1 1 
(97, 226) 1 1 1 
(98, 31) -1 -1 -1 
(99, 31) -1 -1 -1 
(99, 223) -1 -1 -1 
(101, 222) -1 -1 -1 
(124, 222) -1 -1 -1 
(128, 220) 1 1 1 
(132, 218) 1 1 1 
(146, 208) 1 1 1 
(150, 203) -1 -1 -1 
(152, 201) -1 -1 -1 
(155, 198) 1 1 1 
(156, 197) -1 -1 -1 
(157, 196) 1 1 1 
(159, 57) 1 1 1 
(159, 199) -1 -1 -1 
(160, 56) -1 -1 -1 
(161, 186) -1 -1 -1 
(161, 187) 1 1 1 
(161, 188) -1 -1 -1 
(162, 186) -1 -1 -1 
(163, 54) 1 1 1 
(163, 201) 1 1 1 
(164, 179) 1 1 1 
(164, 181) 1 1 1 
(165, 178) -1 -1 -1 
(165, 181) 1 1 1 
(166, 204) 1 1 1 
(168, 171) -1 -1 -1 
(168, 172) 1 1 1 
(169, 171) -1 -1 -1 
(169, 172) 1 1 1 
(170, 164) 1 1 1 
(170, 168) 1 1 1 
(170, 169) -1 -1 -1 
(171, 155) 1 1 1 
(171, 158) -1 -1 -1 
(171, 160) 1 1 1 
(171, 164) 1 1 1 
(172, 153) -1 -1 -1 
(172, 154) -1 -1 -1 
(172, 155) 1 1 1 
(172, 158) -1 -1 -1 
(172, 160) 1 1 1 
(172, 173) 1 1 1 
(173, 153) -1 -1 -1 
(173, 154) -1 -1 -1 
(173, 155) 1 1 1 
(174, 120) -1 -1 -1 
(174, 122) -1 -1 -1 
(174, 129) -1 -1 -1 
(174, 130) -1 -1 -1 
(174, 135) -1 -1 -1 
(174, 139) 1 1 1 
(174, 140) 1 1 1 
(175, 120) -1 -1 -1 
(175, 122) -1 -1 -1 
(175, 130) -1 -1 -1 
(175, 140) 1 1 1 
(175, 170) -1 -1 -1 
(178, 128) 1 1 1 
(178, 129) -1 -1 -1 
(180, 161) -1 -1 -1 
(181, 160) 1 1 1 
(181, 161) -1 -1 -1 
(182, 158) 1 1 1 
(183, 128) -1 -1 -1 
(184, 129) -1 -1 -1 
(185, 128) 1 1 1 
(185, 129) -1 -1 -1 
(185, 150) -1 -1 -1 
(185, 152) -1 -1 -1 
(186, 144) 1 1 1 
(186, 146) 1 1 1 
(187, 128) -1 -1 -1 
(187, 141) 1 1 1 
(187, 143) 1 1 1 
(187, 146) 1 1 1 
(188, 138) -1 -1 -1 
(188, 141) 1 1 1 
(189, 128) 1 1 1 
(190, 128) 1 1 1 
(191, 127) 1 1 1 
(192, 127) -1 -1 -1 
(192, 128) 1 1 1 
(193, 127) -1 -1 -1 
(196, 127) 1 1 1 
(201, 127) 1 1 1 
(202, 127) -1 -1 -1 
(203, 128) 1 1 1 
(208, 128) 1 1 1 
(209, 127) 1 1 1 
(210, 127) -1 -1 -1 
(210, 128) -1 -1 -1 
(211, 128) -1 -1 -1 
(212, 127) 1 1 1 
(214, 127) 1 1 1 
(217, 128) 1 1 1 
(218, 128) 1 1 1 
(220, 127) 1 1 1 
(221, 127) -1 -1 -1 
(226, 127) 1 1 1 
(227, 127) -1 -1 -1 
(227, 128) 1 1 1 
(231, 127) 1 1 1 
(231, 128) -1 -1 -1 
(232, 127) 1 1 1 
(235, 127) 1 1 1 
(237, 128) 1 1 1 
